execution_order,batch,barcode,number_of_affected_variants,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id,recommended_action,priority,review_reason
757,16,800945,2,"""YEAR OF THE DRAGON"" OVER POCKET PANTS IN ANTHRACITE",SMALL,800945,gid://shopify/Product/10028310561073,gid://shopify/ProductVariant/50092036358449,archived,gid://shopify/InventoryItem/52142312063281,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
758,16,800961,2,ROGUE WORK JACKET IN NARDO GREY,SMALL,800961,gid://shopify/Product/9263657976113,gid://shopify/ProductVariant/47975886979377,archived,gid://shopify/InventoryItem/50022572654897,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
759,16,800961,2,STRIPED PIQUE INSIDE OUT TOPSHELF TEE IN OLIVE,MEDIUM,800961,gid://shopify/Product/10006662480177,gid://shopify/ProductVariant/50018433859889,archived,gid://shopify/InventoryItem/52068210540849,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
760,16,800962,2,ROGUE WORK JACKET IN NARDO GREY,MEDIUM,800962,gid://shopify/Product/9263657976113,gid://shopify/ProductVariant/47975887012145,archived,gid://shopify/InventoryItem/50022572687665,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
761,16,800962,2,STRIPED PIQUE INSIDE OUT TOPSHELF TEE IN OLIVE,LARGE,800962,gid://shopify/Product/10006662480177,gid://shopify/ProductVariant/50018433892657,archived,gid://shopify/InventoryItem/52068210573617,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
762,16,800963,2,ROGUE WORK JACKET IN NARDO GREY,LARGE,800963,gid://shopify/Product/9263657976113,gid://shopify/ProductVariant/47975887044913,archived,gid://shopify/InventoryItem/50022572720433,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
763,16,800963,2,STRIPED PIQUE INSIDE OUT TOPSHELF TEE IN OLIVE,EXTRA - LARGE,800963,gid://shopify/Product/10006662480177,gid://shopify/ProductVariant/50018433925425,archived,gid://shopify/InventoryItem/52068210606385,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
764,16,800964,2,ROGUE WORK JACKET IN NARDO GREY,EXTRA-LARGE,800964,gid://shopify/Product/9263657976113,gid://shopify/ProductVariant/47975887077681,archived,gid://shopify/InventoryItem/50022572753201,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
765,16,800964,2,STRIPED PIQUE INSIDE OUT TOPSHELF TEE IN OLIVE,2X - LARGE,800964,gid://shopify/Product/10006662480177,gid://shopify/ProductVariant/50018433958193,archived,gid://shopify/InventoryItem/52068210639153,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
766,16,800965,2,ROGUE WORK JACKET IN NARDO GREY,2X - LARGE,800965,gid://shopify/Product/9263657976113,gid://shopify/ProductVariant/47975887110449,archived,gid://shopify/InventoryItem/50022572785969,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
767,16,800965,2,STRIPED PIQUE INSIDE OUT TOPSHELF TEE IN OLIVE,3X - LARGE,800965,gid://shopify/Product/10006662480177,gid://shopify/ProductVariant/50018433990961,archived,gid://shopify/InventoryItem/52068210671921,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
768,16,800966,2,ROGUE WORK JACKET IN NARDO GREY,3X - LARGE,800966,gid://shopify/Product/9263657976113,gid://shopify/ProductVariant/47975938031921,archived,gid://shopify/InventoryItem/50022623707441,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
769,16,800966,2,STRIPED PIQUE INSIDE OUT TOPSHELF TEE IN OLIVE,4X - LARGE,800966,gid://shopify/Product/10006662480177,gid://shopify/ProductVariant/50018434023729,archived,gid://shopify/InventoryItem/52068210704689,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
770,16,810513,2,HOUSE SHORTS IN OAT,SMALL,810513,gid://shopify/Product/9072121413937,gid://shopify/ProductVariant/47447983456561,draft,gid://shopify/InventoryItem/49497109823793,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
771,16,810513,2,HOUSE SHORTS IN OAT,SMALL,810513,gid://shopify/Product/9054876565809,gid://shopify/ProductVariant/47408118202673,archived,gid://shopify/InventoryItem/49457278714161,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
772,16,810514,2,HOUSE SHORTS IN OAT,MEDIUM,810514,gid://shopify/Product/9072121413937,gid://shopify/ProductVariant/47447983489329,draft,gid://shopify/InventoryItem/49497109856561,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
773,16,810514,2,HOUSE SHORTS IN OAT,MEDIUM,810514,gid://shopify/Product/9054876565809,gid://shopify/ProductVariant/47408118235441,archived,gid://shopify/InventoryItem/49457278746929,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
774,16,810515,2,HOUSE SHORTS IN OAT,LARGE,810515,gid://shopify/Product/9072121413937,gid://shopify/ProductVariant/47447983522097,draft,gid://shopify/InventoryItem/49497109889329,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
775,16,810515,2,HOUSE SHORTS IN OAT,LARGE,810515,gid://shopify/Product/9054876565809,gid://shopify/ProductVariant/47408118268209,archived,gid://shopify/InventoryItem/49457278779697,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
776,16,810516,2,HOUSE SHORTS IN OAT,EXTRA - LARGE,810516,gid://shopify/Product/9072121413937,gid://shopify/ProductVariant/47447983554865,draft,gid://shopify/InventoryItem/49497109922097,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
777,16,810516,2,HOUSE SHORTS IN OAT,EXTRA - LARGE,810516,gid://shopify/Product/9054876565809,gid://shopify/ProductVariant/47408118300977,archived,gid://shopify/InventoryItem/49457278812465,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
778,16,810517,2,HOUSE SHORTS IN OAT,2X - LARGE,810517,gid://shopify/Product/9072121413937,gid://shopify/ProductVariant/47447983587633,draft,gid://shopify/InventoryItem/49497109954865,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
779,16,810517,2,HOUSE SHORTS IN OAT,2X - LARGE,810517,gid://shopify/Product/9054876565809,gid://shopify/ProductVariant/47408118333745,archived,gid://shopify/InventoryItem/49457278845233,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
780,16,810518,2,HOUSE SHORTS IN OAT,3X - LARGE,810518,gid://shopify/Product/9072121413937,gid://shopify/ProductVariant/47447983620401,draft,gid://shopify/InventoryItem/49497109987633,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
781,16,810518,2,HOUSE SHORTS IN OAT,3X - LARGE,810518,gid://shopify/Product/9054876565809,gid://shopify/ProductVariant/47408118366513,archived,gid://shopify/InventoryItem/49457278878001,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
782,16,845222,2,ANTHRACITE SOCKS (3 PACK),Default Title,845222,gid://shopify/Product/6567319339094,gid://shopify/ProductVariant/39348116848726,archived,gid://shopify/InventoryItem/41447899201622,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
783,16,845222,2,ANTHRACITE SOCKS (3 PACK),US 6-9.5,845222,gid://shopify/Product/8480335003953,gid://shopify/ProductVariant/47271679721777,archived,gid://shopify/InventoryItem/49320671674673,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
784,16,876472,2,LOUNGE PANTS V2 IN OAT,SMALL,876472,gid://shopify/Product/8127677595953,gid://shopify/ProductVariant/44282321535281,archived,gid://shopify/InventoryItem/46329970950449,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
785,16,876472,2,LINEN LOUNGE PANTS V2 IN OAT,SMALL,876472,gid://shopify/Product/9108587839793,gid://shopify/ProductVariant/47549327016241,archived,gid://shopify/InventoryItem/49598634819889,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
786,16,876473,2,LOUNGE PANTS V2 IN OAT,MEDIUM,876473,gid://shopify/Product/8127677595953,gid://shopify/ProductVariant/44282321568049,archived,gid://shopify/InventoryItem/46329970983217,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
787,16,876473,2,LINEN LOUNGE PANTS V2 IN OAT,MEDIUM,876473,gid://shopify/Product/9108587839793,gid://shopify/ProductVariant/47549327049009,archived,gid://shopify/InventoryItem/49598634852657,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
788,16,876474,2,LOUNGE PANTS V2 IN OAT,LARGE,876474,gid://shopify/Product/8127677595953,gid://shopify/ProductVariant/44282321600817,archived,gid://shopify/InventoryItem/46329971015985,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
789,16,876474,2,LINEN LOUNGE PANTS V2 IN OAT,LARGE,876474,gid://shopify/Product/9108587839793,gid://shopify/ProductVariant/47549327081777,archived,gid://shopify/InventoryItem/49598634885425,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
790,16,876475,2,LOUNGE PANTS V2 IN OAT,EXTRA - LARGE,876475,gid://shopify/Product/8127677595953,gid://shopify/ProductVariant/44282321633585,archived,gid://shopify/InventoryItem/46329971048753,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
791,16,876475,2,LINEN LOUNGE PANTS V2 IN OAT,EXTRA - LARGE,876475,gid://shopify/Product/9108587839793,gid://shopify/ProductVariant/47549327114545,archived,gid://shopify/InventoryItem/49598634918193,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
792,16,876476,2,LOUNGE PANTS V2 IN OAT,2X - LARGE,876476,gid://shopify/Product/8127677595953,gid://shopify/ProductVariant/44282321666353,archived,gid://shopify/InventoryItem/46329971081521,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
793,16,876476,2,LINEN LOUNGE PANTS V2 IN OAT,2X - LARGE,876476,gid://shopify/Product/9108587839793,gid://shopify/ProductVariant/47549327147313,archived,gid://shopify/InventoryItem/49598634950961,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
794,16,876477,2,LOUNGE PANTS V2 IN OAT,3X - LARGE,876477,gid://shopify/Product/8127677595953,gid://shopify/ProductVariant/44282321699121,archived,gid://shopify/InventoryItem/46329971114289,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
795,16,876477,2,LINEN LOUNGE PANTS V2 IN OAT,3X - LARGE,876477,gid://shopify/Product/9108587839793,gid://shopify/ProductVariant/47549327180081,archived,gid://shopify/InventoryItem/49598634983729,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
796,16,887721,2,"""M'$ TYPE VII"" SOCK BUNDLE",Default Title,887721,gid://shopify/Product/9423484092721,gid://shopify/ProductVariant/48548799906097,archived,gid://shopify/InventoryItem/50596011999537,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
797,16,887721,2,"""M'$ TYPE VII"" SOCK BUNDLE",Default Title,887721,gid://shopify/Product/10111601934641,gid://shopify/ProductVariant/50441830760753,archived,gid://shopify/InventoryItem/52497380933937,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
798,16,900106,2,VINTAGE TATTERED OVERSIZED TEE IN AGED LILAC,EXTRA-SMALL,900106,gid://shopify/Product/9982477697329,gid://shopify/ProductVariant/49899885068593,archived,gid://shopify/InventoryItem/51949582647601,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
799,16,900106,2,NEEDLEWORK LOUNGE TEE IN ANTHRACITE,4X - LARGE,900106,gid://shopify/Product/10058842636593,gid://shopify/ProductVariant/50217786868017,archived,gid://shopify/InventoryItem/52270607499569,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
800,16,900256,2,MN+LA X WSH UNSTRUCTURED HAT,Default Title,900256,gid://shopify/Product/6739538477142,gid://shopify/ProductVariant/39798903668822,archived,gid://shopify/InventoryItem/41910646505558,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
801,17,900256,2,"""HELL HOUND"" TEE IN OAT",2X - LARGE,900256,gid://shopify/Product/10157085131057,gid://shopify/ProductVariant/50645176844593,archived,gid://shopify/InventoryItem/52714020700465,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
802,17,900314,2,"""FLOW"" CROSS BAG IN PINK PANTHER",Default Title,900314,gid://shopify/Product/10173082140977,gid://shopify/ProductVariant/50694187090225,archived,gid://shopify/InventoryItem/52763732869425,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
803,17,900314,2,M'$ UNIVERSITY V2 HOODIE IN CANARY YELLOW,4X - LARGE,900314,gid://shopify/Product/10181219221809,gid://shopify/ProductVariant/50717364191537,archived,gid://shopify/InventoryItem/52786860720433,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
804,17,900365,2,LUCY IN WINTER CAMO,EXTRA-SMALL,900365,gid://shopify/Product/10195374801201,gid://shopify/ProductVariant/50755716186417,archived,gid://shopify/InventoryItem/52825311183153,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
805,17,900365,2,STRIPED LONGSLEEVE TEE IN NAVY/CRIMSON,4X-LARGE,900365,gid://shopify/Product/10344528740657,gid://shopify/ProductVariant/51602704859441,archived,gid://shopify/InventoryItem/53670255460657,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
806,17,905612,2,CORDUROY WIDE PANTS IN IRON ORE,SMALL,905612,gid://shopify/Product/9204350550321,gid://shopify/ProductVariant/47812000514353,draft,gid://shopify/InventoryItem/49860545675569,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
807,17,905612,2,CORDUROY WIDE PANTS IN IRON ORE,SMALL,905612,gid://shopify/Product/9210910703921,gid://shopify/ProductVariant/47830603235633,archived,gid://shopify/InventoryItem/49879159013681,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
808,17,905613,2,CORDUROY WIDE PANTS IN IRON ORE,MEDIUM,905613,gid://shopify/Product/9204350550321,gid://shopify/ProductVariant/47812000547121,draft,gid://shopify/InventoryItem/49860545708337,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
809,17,905613,2,CORDUROY WIDE PANTS IN IRON ORE,MEDIUM,905613,gid://shopify/Product/9210910703921,gid://shopify/ProductVariant/47830603268401,archived,gid://shopify/InventoryItem/49879159046449,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
810,17,905614,2,CORDUROY WIDE PANTS IN IRON ORE,LARGE,905614,gid://shopify/Product/9204350550321,gid://shopify/ProductVariant/47812000579889,draft,gid://shopify/InventoryItem/49860545741105,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
811,17,905614,2,CORDUROY WIDE PANTS IN IRON ORE,LARGE,905614,gid://shopify/Product/9210910703921,gid://shopify/ProductVariant/47830603301169,archived,gid://shopify/InventoryItem/49879159079217,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
812,17,905615,2,CORDUROY WIDE PANTS IN IRON ORE,EXTRA - LARGE,905615,gid://shopify/Product/9204350550321,gid://shopify/ProductVariant/47812000612657,draft,gid://shopify/InventoryItem/49860545773873,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
813,17,905615,2,CORDUROY WIDE PANTS IN IRON ORE,EXTRA - LARGE,905615,gid://shopify/Product/9210910703921,gid://shopify/ProductVariant/47830603333937,archived,gid://shopify/InventoryItem/49879159111985,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
814,17,905616,2,CORDUROY WIDE PANTS IN IRON ORE,2X - LARGE,905616,gid://shopify/Product/9204350550321,gid://shopify/ProductVariant/47812000645425,draft,gid://shopify/InventoryItem/49860545806641,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
815,17,905616,2,CORDUROY WIDE PANTS IN IRON ORE,2X - LARGE,905616,gid://shopify/Product/9210910703921,gid://shopify/ProductVariant/47830603366705,archived,gid://shopify/InventoryItem/49879159144753,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
816,17,905617,2,CORDUROY WIDE PANTS IN IRON ORE,3X - LARGE,905617,gid://shopify/Product/9204350550321,gid://shopify/ProductVariant/47812006641969,draft,gid://shopify/InventoryItem/49860551803185,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
817,17,905617,2,CORDUROY WIDE PANTS IN IRON ORE,3X-LARGE,905617,gid://shopify/Product/9210910703921,gid://shopify/ProductVariant/49110402761009,archived,gid://shopify/InventoryItem/51157630452017,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
818,17,906482,2,BLACK 7 POCKET LOUNGE PANTS,SMALL,906482,gid://shopify/Product/6703960916054,gid://shopify/ProductVariant/39705650790486,archived,gid://shopify/InventoryItem/41814527443030,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
819,17,906482,2,BLACK 7 POCKET LOUNGE PANTS,SMALL,906482,gid://shopify/Product/6716492185686,gid://shopify/ProductVariant/39741367124054,archived,gid://shopify/InventoryItem/41851005403222,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
820,17,906483,2,BLACK 7 POCKET LOUNGE PANTS,MEDIUM,906483,gid://shopify/Product/6703960916054,gid://shopify/ProductVariant/39705650823254,archived,gid://shopify/InventoryItem/41814527475798,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
821,17,906483,2,BLACK 7 POCKET LOUNGE PANTS,MEDIUM,906483,gid://shopify/Product/6716492185686,gid://shopify/ProductVariant/39741367156822,archived,gid://shopify/InventoryItem/41851005435990,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
822,17,906484,2,BLACK 7 POCKET LOUNGE PANTS,LARGE,906484,gid://shopify/Product/6703960916054,gid://shopify/ProductVariant/39705650856022,archived,gid://shopify/InventoryItem/41814527508566,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
823,17,906484,2,BLACK 7 POCKET LOUNGE PANTS,LARGE,906484,gid://shopify/Product/6716492185686,gid://shopify/ProductVariant/39741367189590,archived,gid://shopify/InventoryItem/41851005468758,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
824,17,907114,2,SWEATPANTS IN DUSTY MAUVE,LARGE,907114,gid://shopify/Product/9234585944369,gid://shopify/ProductVariant/47895047078193,archived,gid://shopify/InventoryItem/49943215964465,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
825,17,907114,2,SWEATPANTS IN DUNE,LARGE,907114,gid://shopify/Product/9234605408561,gid://shopify/ProductVariant/47895147774257,archived,gid://shopify/InventoryItem/49943316201777,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
826,17,907562,2,TIGER CAMO 7 POCKET LOUNGE PANTS,SMALL,907562,gid://shopify/Product/6689935753302,gid://shopify/ProductVariant/39668490731606,archived,gid://shopify/InventoryItem/41776220569686,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
827,17,907562,2,TIGER CAMO 7 POCKET LOUNGE PANTS,SMALL,907562,gid://shopify/Product/8275042795825,gid://shopify/ProductVariant/44742847824177,archived,gid://shopify/InventoryItem/46787945267505,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
828,17,907563,2,TIGER CAMO 7 POCKET LOUNGE PANTS,MEDIUM,907563,gid://shopify/Product/6689935753302,gid://shopify/ProductVariant/39668490764374,archived,gid://shopify/InventoryItem/41776220602454,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
829,17,907563,2,TIGER CAMO 7 POCKET LOUNGE PANTS,MEDIUM,907563,gid://shopify/Product/8275042795825,gid://shopify/ProductVariant/44742847856945,archived,gid://shopify/InventoryItem/46787945300273,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
830,17,907564,2,TIGER CAMO 7 POCKET LOUNGE PANTS,LARGE,907564,gid://shopify/Product/6689935753302,gid://shopify/ProductVariant/39668490797142,archived,gid://shopify/InventoryItem/41776220635222,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
831,17,907564,2,TIGER CAMO 7 POCKET LOUNGE PANTS,LARGE,907564,gid://shopify/Product/8275042795825,gid://shopify/ProductVariant/44742847889713,archived,gid://shopify/InventoryItem/46787945333041,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
832,17,913102,2,CROPPED WIDE PANTS IN LIGHT SMOKE,SMALL,913102,gid://shopify/Product/9316260118833,gid://shopify/ProductVariant/48209403543857,draft,gid://shopify/InventoryItem/50256233988401,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
833,17,913102,2,CROPPED WIDE PANTS IN LIGHT SMOKE,SMALL,913102,gid://shopify/Product/9320697102641,gid://shopify/ProductVariant/48227973038385,archived,gid://shopify/InventoryItem/50274813837617,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
834,17,913103,2,CROPPED WIDE PANTS IN LIGHT SMOKE,MEDIUM,913103,gid://shopify/Product/9316260118833,gid://shopify/ProductVariant/48209403576625,draft,gid://shopify/InventoryItem/50256234021169,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
835,17,913103,2,CROPPED WIDE PANTS IN LIGHT SMOKE,MEDIUM,913103,gid://shopify/Product/9320697102641,gid://shopify/ProductVariant/48227973071153,archived,gid://shopify/InventoryItem/50274813870385,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
836,17,913104,2,CROPPED WIDE PANTS IN LIGHT SMOKE,LARGE,913104,gid://shopify/Product/9316260118833,gid://shopify/ProductVariant/48209403609393,draft,gid://shopify/InventoryItem/50256234053937,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
837,17,913104,2,CROPPED WIDE PANTS IN LIGHT SMOKE,LARGE,913104,gid://shopify/Product/9320697102641,gid://shopify/ProductVariant/48227973103921,archived,gid://shopify/InventoryItem/50274813903153,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
838,17,913105,2,CROPPED WIDE PANTS IN LIGHT SMOKE,EXTRA - LARGE,913105,gid://shopify/Product/9316260118833,gid://shopify/ProductVariant/48209403642161,draft,gid://shopify/InventoryItem/50256234086705,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
839,17,913105,2,CROPPED WIDE PANTS IN LIGHT SMOKE,EXTRA - LARGE,913105,gid://shopify/Product/9320697102641,gid://shopify/ProductVariant/48227973136689,archived,gid://shopify/InventoryItem/50274813935921,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
840,17,913106,2,CROPPED WIDE PANTS IN LIGHT SMOKE,2X - LARGE,913106,gid://shopify/Product/9316260118833,gid://shopify/ProductVariant/48209403674929,draft,gid://shopify/InventoryItem/50256234119473,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
841,17,913106,2,CROPPED WIDE PANTS IN LIGHT SMOKE,2X - LARGE,913106,gid://shopify/Product/9320697102641,gid://shopify/ProductVariant/48227973169457,archived,gid://shopify/InventoryItem/50274813968689,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
842,17,921702,2,VINTAGE MESH SHORTS IN GLACIER,SMALL,921702,gid://shopify/Product/6685875896406,gid://shopify/ProductVariant/39658465460310,archived,gid://shopify/InventoryItem/41766017171542,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
843,17,921702,2,EXO™ MILITIA MOCK NECK TEE IN NAVY/OLIVE,EXTRA - SMALL,921702,gid://shopify/Product/9498681868593,gid://shopify/ProductVariant/48756806549809,archived,gid://shopify/InventoryItem/50804214759729,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
844,17,921703,2,VINTAGE MESH SHORTS IN GLACIER,MEDIUM,921703,gid://shopify/Product/6685875896406,gid://shopify/ProductVariant/39658465493078,archived,gid://shopify/InventoryItem/41766017204310,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
845,17,921703,2,EXO™ MILITIA MOCK NECK TEE IN NAVY/OLIVE,SMALL,921703,gid://shopify/Product/9498681868593,gid://shopify/ProductVariant/48756806582577,archived,gid://shopify/InventoryItem/50804214792497,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
846,17,921705,2,VINTAGE MESH SHORTS IN GLACIER,EXTRA - LARGE,921705,gid://shopify/Product/6685875896406,gid://shopify/ProductVariant/39658465558614,archived,gid://shopify/InventoryItem/41766017269846,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
847,17,921705,2,EXO™ MILITIA MOCK NECK TEE IN NAVY/OLIVE,LARGE,921705,gid://shopify/Product/9498681868593,gid://shopify/ProductVariant/48756806648113,archived,gid://shopify/InventoryItem/50804214858033,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
848,17,937103,2,"""YEAR OF THE DRAGON"" LONGSLEEVE TEE V3 IN OLIVE",SMALL,937103,gid://shopify/Product/9948324069681,gid://shopify/ProductVariant/49816954831153,archived,gid://shopify/InventoryItem/51865336873265,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
849,17,937103,2,"""YEAR OF THE DRAGON"" LONGSLEEVE TEE V3 IN OLIVE",MEDIUM,937103,gid://shopify/Product/9948324069681,gid://shopify/ProductVariant/49816954863921,archived,gid://shopify/InventoryItem/51865336906033,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
850,17,947002,2,CUTOFF MILITIA SWEATSHIRT IN CASA BLANCA,SMALL,947002,gid://shopify/Product/10018087174449,gid://shopify/ProductVariant/50047357157681,archived,gid://shopify/InventoryItem/52097401651505,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
851,18,947002,2,MILITIA SWEATSHIRT IN CASA BLANCA,SMALL,947002,gid://shopify/Product/10224317169969,gid://shopify/ProductVariant/51083548918065,archived,gid://shopify/InventoryItem/53153201094961,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
852,18,947003,2,CUTOFF MILITIA SWEATSHIRT IN CASA BLANCA,MEDIUM,947003,gid://shopify/Product/10018087174449,gid://shopify/ProductVariant/50047357190449,archived,gid://shopify/InventoryItem/52097401684273,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
853,18,947003,2,MILITIA SWEATSHIRT IN CASA BLANCA,MEDIUM,947003,gid://shopify/Product/10224317169969,gid://shopify/ProductVariant/51083548950833,archived,gid://shopify/InventoryItem/53153201127729,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
854,18,947004,2,CUTOFF MILITIA SWEATSHIRT IN CASA BLANCA,LARGE,947004,gid://shopify/Product/10018087174449,gid://shopify/ProductVariant/50047357223217,archived,gid://shopify/InventoryItem/52097401717041,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
855,18,947004,2,MILITIA SWEATSHIRT IN CASA BLANCA,LARGE,947004,gid://shopify/Product/10224317169969,gid://shopify/ProductVariant/51083548983601,archived,gid://shopify/InventoryItem/53153201160497,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
856,18,947005,2,CUTOFF MILITIA SWEATSHIRT IN CASA BLANCA,EXTRA - LARGE,947005,gid://shopify/Product/10018087174449,gid://shopify/ProductVariant/50047357255985,archived,gid://shopify/InventoryItem/52097401749809,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
